release,artist_name,artist_familiarity,artist_hotttnesss,year,term
Mask Industries,Devanic,0.489712436492,0.25109374038,2006,metal
The Projected Passion Revue,Dexys Midnight Runners,0.67979355595,0.489458258471,2007,techno
Für Dich Immer Noch Fanta Sie,Die Fantastischen Vier,0.686452083232,0.517259283138,2010,techno
Rode Hard and Put Away Wet,Diesel Boy,0.567814264001,0.376688631022,2001,rock
Tectonic Plates 03,Digital Mystikz,0.550032443468,0.417745326069,2006,reggae
Neighborhood Watch,Dilated Peoples,0.804838888827,0.457841156094,2004,rock
Expansion Team,Dilated Peoples Featuring Black Thought,0.804838888827,0.457841156094,2001,rock
20/20,Dilated Peoples Featuring Capleton,0.804838888827,0.457841156094,2006,rock
This Way,Dilated Peoples Featuring Devin The Dude,0.804838888827,0.457841156094,2004,rock
Puritanical Euphoric Misanthropia,Dimmu Borgir,0.826075466699,0.59960264265,2001,metal
Been There All The Time,Dinosaur Jr.,0.749796959401,0.551552455156,2007,rock
Pop Masters: I Say A Little Prayer For You,Dionne Warwick,0.647933621962,0.480575192777,2006,vocal
Taking The Long Way,Dixie Chicks,0.827409365182,0.57690228099,2006,vocal
Solon kôno,Djelimady Tounkara,0.315307851432,0.229738498266,2005,pop
Djekpa la you,Dobet Gnahoré,0.450053568333,0.395352792495,2010,rock
Lightning Strikes Again,Dokken,0.769896414959,0.45829318567,2008,rock
Just Because I'm A Woman,Dolly Parton,0.765254692052,0.603876486918,2008,pop
The Best of Donnie Brooks,Donnie Brooks,0.387831052273,0.269496478537,2001,rock
Live in London and More ..,Donnie McClurkin,0.606011003247,0.487202994556,2000,vocal
Lights On,Dons,0.545127608155,0.31216924156,2006,rock
Make A Star,Dope Stars Inc.,0.685221934454,0.426035662099,2006,techno
Dora The Explorer Party Favorites,Dora The Explorer,0.514414554202,0.413757657252,2008,rock
DUBB,Doug MacLeod,0.467413843769,0.37273761334,2004,r&b
Is It News,Doyle Bramhall,0.628560155936,0.292968170475,2007,rock
In Vogue,Drop Dead_ Gorgeous,0.769687317772,0.518399161656,2006,rock
The Warrior's Code,Dropkick Murphys,0.793094370082,0.568491815445,2005,rock
Full Circle,Drowning Pool,0.791022277631,0.62000868144,2007,rock
Rum & Coke,Dub Pistols feat. TK,0.687619666235,0.417068912495,2009,techno
Rum & Coke,Dub Pistols feat. TK & Ashley Slater,0.687619666235,0.417068912495,2009,techno
Postrof,Dusminguet,0.546788716654,0.370828989973,2001,rock
Hamburg City Heftig Vol.1,Dynamite Deluxe,0.633402342202,0.414834940743,2000,reggae
Long Road Out Of Eden,Eagles,0.767020210404,0.629514800013,2007,techno
Heart On (with bonus tracks),Eagles Of Death Metal,0.761986351169,0.497197396052,2009,rock
Eastmountainsouth,Eastmountainsouth,0.583290824135,0.385998326334,2003,vocal
Easy Star's Lonely Hearts Dub Band,Easy Star All-Stars,0.64447869465,0.495729358946,2009,rock
Kaçak,Ebru Gündes,0.514046804628,0.389282380524,2006,pop
The One And Only High And Low,Ec8or,0.50407566993,0.334577360119,2000,techno
Brazil Classics 7: What's Happening in Pernambuco_ New Sounds of the Brazilian Northeast,Eddie,0.62268416734,0.373749549056,2007,soul
Number 1's of the 50's,Eddie Calvert,0.421187326158,0.310544672135,2001,vocal
All Time Greats,Eddie Cantor,0.416141022469,0.331090126339,2000,vocal
Rise,Eddie Turner,0.450743177522,0.331214989792,2005,vocal
Les vacances,Edgar De L'est,0.442111200272,0.162615582329,2002,rock
Olhar Brasileiro,Eduardo Dusek,0.407044806215,0.29040508968,2000,pop
Eighteen Visions,Eighteen Visions,0.752365974098,0.440107996859,2006,techno
Ekaveli,Eko Fresh,0.689494764993,0.355905629781,2007,vocal
Ekaveli,Eko Fresh feat. Ado,0.689494764993,0.355905629781,2007,vocal
Ich bin jung und brauche das Geld,Eko Fresh feat. G-Style,0.689494764993,0.355905629781,2003,vocal
Ich bin jung und brauche das Geld,Eko Fresh feat. Summer Cem & DJ Ses,0.689494764993,0.355905629781,2003,vocal
Arroz Con Habichuela,El Gran Combo De Puerto Rico,0.597531864612,0.0,2006,pop
Notorious P.I.G.,Electronic pig,0.360015521715,0.196641767999,2005,techno
Good 2 Go,Elephant Man,0.747815369314,0.45918919468,2003,reggae
Everything I Love,Eliane Elias,0.669726187566,0.427914246983,2000,soul
Titus - Original Motion Picture Soundtrack,Elliot Goldenthal,0.599133769097,0.392994622588,2000,techno
Slania,Eluveitie,0.714019850042,0.529258741347,2008,rock
Wyrd,Elvenking,0.646401652494,0.423300013309,2004,rock
Gettin' My Groove Back,Elvin Bishop,0.558475816181,0.407887969619,2005,vocal
Ley Lines,Embrace the End,0.580369789607,0.420176593517,2008,rock
Without Me,Eminem,0.871010615313,0.804830427831,2000,rock
Can You Hear Me,Enrique Iglesias,0.827357260054,0.752927890401,2008,vocal
Iron,Ensiferum,0.710203377403,0.514849879573,2004,rock
Megalomania,Enslavement Of Beauty,0.546206711411,0.35451734261,2001,punk
Pentagrammaton,Enthroned,0.59341604878,0.395709547708,2010,rock
Onda,Entre Ríos,0.538346826604,0.362419611538,2005,techno
Soul of a Man,Eric Burdon,0.601069052215,0.359185992752,2006,soul
Les réalisateurs: Les plus belles musiques de films de Jean-Pierre Mocky,Eric Demarsan,0.391730379324,0.300518710572,2005,jazz
Music,Erick Sermon,0.577973752903,0.368336782246,2001,rock
Don't Bring Flowers,Erik Hassle,0.630667218526,0.474247725455,2009,soul
Voracious Love,Erja Lyytinen,0.506902499757,0.348736698148,2010,soul
Vuosikirja 1976 - 50 hittiä,Erkki Junkkarinen,0.404499596409,0.331642439233,2002,rock
Esperanza,Esperanza Spalding / Leo Genovese,0.674248420961,0.460515741701,2008,soul
Headlock,Esser,0.647945005232,0.379226365541,2008,pop
The Open Door,Evanescence,0.920959645383,0.705757553231,2006,rock
Backroom Beats,Event Horizon,0.476606779607,0.379693885344,2001,techno
Losing All Hope Is Freedom,Evergreen Terrace,0.825192029267,0.529165902102,2001,punk
The Burial Plot Bidding War,Every Time I Die,0.842423318067,0.564855750477,2000,rock
Wake Up! Wake Up!,Everyday Sunday,0.632856418729,0.428980521439,2007,rock
Open Up Your Mind,Eyes Cream,0.37790605648,0.226754094582,2002,techno
Reach,Eyes Set to Kill,0.789836438822,0.564969252798,2006,rock
Let's Smile !,F.I.R.,0.537385267381,0.370540726443,2009,rock
Voice From Home,FFH,0.601245988381,0.461026520548,2005,soul
Street Dreams,Fabolous,0.571681626575,0.54000775021,2003,vocal
Chi Vuole Essere Fabri Fibra ?,Fabri Fibra,0.675203996967,0.479308950778,2009,rap
La luz de la mañana,Facto Delafe y las flores azules,0.636119207143,0.363499577136,2007,vocal
There You'll Be,Faith Hill,0.882111591224,0.670106172837,2001,rock
Self-Selected,Faith Yang,0.374024633035,0.187213290249,2009,rock
Live At Alexandra Palace,Faithless,0.813013088935,0.548533654534,2004,techno
It's Great To Be Alive,Fake Problems,0.6496876145,0.455664785804,2009,rock
The Take Over_ The Break's Over,Fall Out Boy,0.937964750397,0.566622887558,2007,rock
Loyalty,Fat Joe,0.822908534132,0.572027853681,2002,soul
Hymns Of Worship,Fernando Ortega,0.582129294515,0.439880512826,2003,vocal
When I Grow Up,Fever Ray,0.713782885977,0.529166982926,2009,vocal
Finest Dearest,Finest Dearest,0.485089301393,0.372403528029,2008,rock
Ur Jordens Djup,Finntroll,0.636436672421,0.429097811994,2007,techno
Killafornia,First Blood,0.662374025888,0.388881954204,2005,rock
Confiá,Fito Paez,0.65782688564,0.458730806359,2010,rock
101 Great Black Gospel_ Vol. 4,Five Blind Boys of Alabama,0.54227770981,0.424271114446,2008,soul
Sun Giant,Fleet Foxes,0.786212059154,0.547609033098,2008,soul
Riddim Of Silence,Floor,0.522423829106,0.417591879765,2009,rock
Perpetual Emotion,Flora Purim,0.479755040732,0.340544079537,2001,vocal
Immoment,Flowin Immo et Les Freaqz,0.369988123815,0.261730129606,2009,rap
Ahmea,Flutlicht,0.447804201095,0.334937283457,2000,techno
Antidotes,Foals,0.842577664477,0.514522578266,2008,rock
Coccole di Natale,Fontaine Sisters,0.417216442095,0.329432664353,2004,vocal
Rescued : The Best Of Fontella Bass,Fontella Bass,0.558916244027,0.392579877755,2006,soul
The Pretender,Foo Fighters,0.839275392927,0.550762084656,2007,rock
The Rising Tied,Fort Minor,0.799689797759,0.544414589708,2005,rock
The Rising Tied,Fort Minor (Featuring Mr. Hahn),0.795402549275,0.544414589708,2005,rock
Traffic and Weather,Fountains Of Wayne,0.717762702253,0.532266186253,2007,rock
There Is Love In You,Four Tet,0.791761695567,0.474428172899,2010,vocal
Punto y aparte,Fran Perea,0.52533291366,0.383394322194,2005,rock
Man,Francis Dunnery,0.548585130198,0.383524247328,2001,rock
Le passager de la pluie (Original Soundtrack),Francis Lai,0.552719818114,0.371711094041,2003,vocal
All Over The Place,Frank Caliendo,0.50189012587,0.404201575944,2008,electronic
Velvet And Lovely Lady,Frank Chacksfield & His Orchestra,0.338014663607,0.328237664153,2001,instrumental
The Best Of Frank Stokes,Frank Stokes,0.428252654267,0.351023682295,2005,r&b
The Good_ The Bad_ The Ugly,Frankee,0.63560611742,0.371777228405,2004,vocal
The One,Frankie J,0.761357312241,0.42337640991,2005,pop
You Could Have It So Much Better,Franz Ferdinand,0.80322000309,0.571376561591,2005,punk
True Soulful Love,Frederick Knight,0.422019321101,0.320971148859,2000,soul
Too Bad You're Beautiful,From Autumn To Ashes,0.71426853252,0.50545315343,2002,rock
Soy Como Soy,Fruko Y Sus Tesos,0.533724476939,0.370747683691,2004,jazz
The Great Wide Open,Funeral For A Friend,0.85107300895,0.590449276812,2007,rock
Good Morning Judge,Furry Lewis,0.572500600682,0.368054038751,2003,folk
LVL IV,Future Leaders of the World,0.578808327419,0.386266836843,2004,rock
Truths and Rights,Fyah Blaze,0.404105086537,0.215272259231,2005,reggae
Tha Gangsta Mix,G Unit feat. 50 Cent,0.0560173856439,0.534429713657,2002,rap
Hot Joints 2,G-Unit,0.845373303812,0.534429713657,2003,rap
Legend Of The Liquid Sword,GZA/The Genius,0.616496039275,0.399265000145,2002,rock
Sylvia,Gabriel Yared,0.61180147146,0.399042081432,2003,rock
The Best Of The Gaither Vocal Band,Gaither Vocal Band,0.629186017122,0.361483732792,2003,vocal
Late for the Future,Galactic,0.690492032024,0.458987257866,2000,techno
En Allemand - Das Beste Auf Deutsch,Gall_ France,0.631979085469,0.399579658168,2006,vocal
Pacha Ibiza,Gary Go,0.665964145179,0.451957690147,2009,soul
Rockin' Every Night (Gary Moore Live In Japan),Gary Moore,0.761362238446,0.467110648585,2005,rock
My Favorite Headache,Geddy Lee,0.509021261059,0.406517869328,2000,rock
Into the Oh,Geggy Tah,0.518337025822,0.335335108329,2001,rock
Mahlzeit!,Geier Sturzflug,0.535492536483,0.443116873986,2006,vocal
Sellotape Flowers,Geiom,0.505099139056,0.380917170625,2001,techno
Is Having A Wonderful Time,Geoff Muldaur,0.428061659372,0.298434730116,2008,soul
Team Leader,George Lopez,0.668020248723,0.516963730738,2003,soul
Twenty Five,George Michael,0.80310546991,0.545730700114,2004,vocal
Standing By,George Nooks,0.563748627366,0.339532420349,2001,reggae
Two-Shade,Gerald Clayton,0.47135797835,0.283027088623,2009,pop
Teta,Gertrudis,0.444926412883,0.344814468704,2003,techno
Ghost Machine,Ghost Machine,0.593778641303,0.409280883773,2005,rock
Sailor Songs,Gina V. D'Orio,0.25014816965,0.124010097288,2004,electronic
Charlotte's Web (OST),Ginny Owens,0.620709541442,0.462515066506,2006,vocal
Somos Gitanos,Gipsy Kings,0.710445622387,0.540630686225,2001,soul
Atada,Gisselle,0.496436795914,0.29993529462,2008,pop
Romantic Reggae Vol. 3,Glen Washington,0.512740226328,0.301246881416,2000,reggae
Funeral Dirge for the Rotting Sun,Goatwhore,0.773271847746,0.429689629234,2003,rock
The World According To Gob,Gob,0.651045660832,0.401723685504,2001,techno
Coming Home,Goldfish,0.589174875878,0.442285782391,2004,techno
Solo,Gonzalo Rubalcaba,0.5343922941,0.34517431864,2006,pop
Bring It On Rarities & Remixes,Goose,0.695593351275,0.444935182412,2006,techno
Gorillaz,Gorillaz,0.775086058383,0.605191152965,2001,techno
By a Thread,Gov't Mule,0.697174183427,0.527548582288,2009,soul
Stronger_ Faster_ Science,Grace Gale,0.612200428922,0.319905353864,2008,rock
Wail & Ride,Grayson Capps,0.58403786492,0.356406617735,2006,rock
Wake Me Up When September Ends,Green Day,0.859513992879,0.812307796139,2005,rock
The Very Best of Gregory Isaacs Gold,Gregory Isaacs,0.709472620461,0.451998594069,2001,soul
Yellow House,Grizzly Bear,0.760636111943,0.547243659612,2006,rock
O Tempo Do Samba,Grupo Batuque,0.500848691739,0.324624481574,2005,soul
Las Mejores Gaitas Vol.1,Guaco,0.565624721496,0.399090239294,2000,pop
Chinese Democracy,Guns N' Roses,0.844085061395,0.71366981958,2008,rock
Pleasure Man,Gunther & the Sunshine Girls,0.400993687086,0.394354683839,2004,rock
Paris Jazz Cafe Vol.3,Gus Viseur,0.429349278184,0.277789967207,2000,vocal
Ahí Vamos,Gustavo Cerati,0.694983409073,0.429780285791,2006,techno
Babel - Music From And Inspired By The Motion Picture,Gustavo Santaolalla,0.643982591493,0.406626217422,2006,rock
What You Waiting For?,Gwen Stefani,0.837872047083,0.532803541797,2004,rock
The Papercut Chronicles,Gym Class Heroes,0.906619151711,0.563403565869,2005,soul
Mundos Opuestos,HA-ASH,0.632041754029,0.387911598984,2005,rock
Halfway to Gone,Halfway to Gone,0.507108739679,0.353532627765,2004,rock
White People,Handsome Boy Modeling School,0.587029625798,0.410850787117,2004,vocal
Country Hits Vol. 5,Hank Penny,0.44585463136,0.347598888684,2008,vocal
Street Poetry,Hanoi Rocks,0.687694457228,0.44164340482,2007,rock
Cajun Honky Tonk,Harry Choates,0.39438398581,0.280935294267,2005,vocal
Shrek 2,Harry Gregson-Williams,0.62287493888,0.461245798143,2004,pop
Supremacy,Hatebreed,0.832757431314,0.546383748198,2006,rock
The Rise of Brutality,Hatebreed (int License),0.832757431314,0.546383748198,2003,rock
Hatiras - Electronic Luv,Hatiras,0.569524160074,0.381467814824,2002,vocal
Spaced Invader,Hatiras & Slarta John,0.153605548145,0.381467814824,2000,vocal
Suck Out The Poison,He Is Legend,0.744873719262,0.505012391947,2006,rock
Sag Ihnen Bescheid,Headliners,0.530631076718,0.32623594643,2005,techno
The Remix Collection,Heaven 17,0.630928607679,0.46155845196,2009,techno
Vibes,Heavy D,0.617870116344,0.363668110245,2008,techno
Hefvermogen,Hef feat. Big2 & Dio,0.41424208271,0.40535409152,2009,rock
Radio Hits 3,Helen Love,0.581884358891,0.34700692093,2000,rock
Hymns In The Key Of 666,Hellsongs,0.62363762364,0.418189946578,2008,vocal
Size Matters,Helmet,0.77659896783,0.490079584183,2004,rock
Rabbit Songs,Hem,0.632242851126,0.453435791193,2000,vocal
Étnico Ma Non Troppo,Hevia,0.619530991124,0.354369615807,2003,rock
Project: Death,Hey Colossus,0.493193932975,0.366628415471,2007,alternative
Swingers In Paradise,Hi-Fi Companions,0.387295691307,0.283367108282,2003,techno
Say Say Say (Waiting 4 U),Hi-Tack,0.497254193345,0.425768883891,2006,vocal
These Are Good Times,High Strung_ The,0.599944669856,0.396800218979,2003,rock
Urban Emotions,Hins Cheung,0.425072222335,0.363452130675,2008,pop
Home Town Hero,Home Town Hero,0.501368343197,0.310317337238,2002,rock
Exclusively,Horace Andy,0.626436381752,0.374271173856,2005,techno
Worried Noodles,Hot Chip,0.852638932219,0.53576315772,2007,vocal
Wishful Thinking,Hot Club Of Cowtown,0.55142730694,0.389847526573,2009,rock
LIVE AT SWEETWATER II,Hot Tuna,0.567278871183,0.405178358908,2004,techno
The Routine,Hotwire,0.630346808697,0.363160202285,2003,rock
World Upside Down,House Of Lords,0.561976087409,0.364776170561,2006,techno
Stop All The World Now (SPECIAL EDITION VERSION),Howie Day,0.830642317395,0.546054180066,2003,rock
Seelentaucher,Hubert Kah,0.506852549087,0.400879398617,2005,techno
Our Flesh Deception,Human Disease,0.419228869287,0.296792153943,2004,rock
Fix The Cracks,Humanzi,0.563922088486,0.292319515413,2006,rock
San Francisco Love House Volume 2,Hysterie,0.383294226336,0.255564868159,2005,techno
Don't Worry Lady,I Hate Sally,0.611495418352,0.334519763812,2007,rock
Lava Ground,I Wayne,0.682067847693,0.43771129121,2005,reggae
The Best Of Ill Niño,Ill Nino,0.809552209546,0.583147022091,2006,rap
Sängerkrieg,In Extremo,0.749077779157,0.447330487172,2008,rock
Live in Malaysia 2004,Incubus,0.899279599078,0.579441937886,2001,rock
Synthesizer,Information Society,0.567510985929,0.430897608715,2007,techno
In for the kill,Inhume,0.502744114634,0.355432289108,2003,rock
5150 Rule,Ini Kamoze,0.621825361751,0.50796214473,2009,techno
Spirits In The Material World: A Reggae Tribute To The Police,Inner Circle,0.667509086751,0.410079695031,2008,techno
Eurovision Song Contest 2009,Intars Busulis,0.408850474781,0.338992802604,2009,rock
Research & Development,Intex Systems,0.427823238344,0.0,2006,techno
The Story Of My Life,Irma Thomas,0.623823767852,0.441106359144,2008,vocal
Erikoiset,Irwin Goodman,0.517480571927,0.432804310302,2001,vocal
Donde El Corazón Me Lleve,Isabel Pantoja,0.496152636378,0.363506515793,2002,vocal
Sirens,It Dies Today,0.772230439038,0.511576782928,2006,rock
The World's Fastest Indian,J. Peter Robinson,0.382017644114,0.305900471353,2006,rock
The Very Best Of,J.B. Lenoir,0.520553745712,0.355974358947,2001,rock
You Make Me Feel Good - Single,JK,0.526284542658,0.43010691301,2003,techno
Love Out Loud,Jaci Velasquez,0.590659550366,0.381715678274,2008,rock
You And Your Heart,Jack Johnson,0.832011770647,0.677482479432,2010,vocal
Talk Of The Town,Jack Johnson and Friends / Matt Costa,0.832011770647,0.643072292611,2003,vocal
Note 1+,Jack Orsen feat. Fumanschu_ Justus,0.49199116369,0.234625314276,2004,reggae
The Bunny Striker Lee Story,Jackie Edwards,0.503738789949,0.35929084897,2003,soul
Harmony And Dissidence,Jackson United,0.574984393926,0.317016494567,2008,techno
En Vogue,Jacques Dutronc,0.612953154239,0.454541929151,2004,vocal
Cuando La Sangre Galopa,Jaguares,0.668204960627,0.494381209086,2001,rock
The Universal Cure,Jah Cure,0.707204743933,0.519636855546,2008,reggae
Above The Noise,Jaime Jamgochian,0.61155583379,0.349776895322,2008,vocal
El muchacho electrico,Jaime Urrutia,0.494282101888,0.383818661688,2005,rock
Tribute To Jake Hess,Jake Hess,0.374553435682,0.327543813378,2004,r&b
Present Tense,James Carter,0.498946148399,0.339020746721,2008,soul
The Missing,James Horner,0.679519207793,0.491828704353,2003,rock
The Hard Way,James Hunter,0.625443262044,0.431526919215,2008,soul
Nanny McPhee & The Big Bang,James Newton Howard,0.611381594879,0.445321878275,2010,rock
Don't Mess With Mr T,James Taylor Quartet,0.583178831042,0.434253341236,2007,techno
Hello,Jan Wayne,0.598985506512,0.404116909606,2010,vocal
Strays,Jane's Addiction,0.71189384129,0.535163042124,2003,rock
Discipline,Janet Jackson,0.803836825978,0.582575339598,2008,vocal
Damita Jo,Janet Jackson Featuring Kanye West,0.881694731307,0.568201421807,2004,vocal
Bill Gaither's Best Of Homecoming 2002,Janet Paschal/Charlotte Ritchie/David Phelps,0.382546666624,0.3351380645,2003,soul
The Long Fall Back To Earth,Jars Of Clay,0.749029874998,0.575501205145,2009,soul
Waitin' In The Country,Jason Michael Carroll,0.773736294381,0.524467224072,2007,rock
Selections For Friends,Jason Mraz,0.84297210826,0.793412622763,2007,rock
Come A Little Bit Closer,Jay & The Americans,0.547325146972,0.35970936327,2002,vocal
R&B Love Collection Summer 2009,Jay-Z,0.86003324814,0.781412341994,2003,vocal
Romeo,Jazzy B,0.612244816809,0.316853259515,2005,hip hop
Couka,Jean Corti,0.453912533303,0.0,2001,rock
The Greatest Hits from 40's and 50's_ Vol. 66,Jean Lumière,0.29082647734,0.261822385496,2002,pop
The Album,Jeckyll & Hyde,0.590885070159,0.378847059849,2007,techno
Prism,Jeff Scott Soto,0.606193496106,0.407344288039,2002,rock
Guitarscapes,Jeff Wahl,0.43510506131,0.315919018622,2003,rock
Best!,Jellyfish,0.593216547939,0.444904176667,2006,rock
This Is Me...Then,Jennifer Lopez,0.877119424278,0.56091265733,2002,vocal
J.Lo,Jennifer Lopez featuring Ja Rule,0.816842853789,0.567889145462,2001,vocal
Peas And Collards,JennyAnyKind,0.360031166464,0.296268954311,2003,vocal
Precious Little,Jeremy Spencer,0.520933079331,0.206020371985,2006,vocal
On Your Sleeve,Jesse Malin,0.755041349999,0.458592024908,2008,rock
Love it to Life,Jesse Malin and The St. Marks Social,0.755041349999,0.458592024908,2007,rock
In This Skin (Standard Package),Jessica Simpson,0.772518285041,0.578790799175,2004,vocal
This Is The Remix,Jessica Simpson featuring Lil Bow Wow,0.772518285041,0.578790799175,2001,vocal
Now You're Gonna Be Loved,Jessie Lee Miller,0.52850967818,0.0,2005,rock
Smoke 'N' Breu,Jim Breuer,0.472073585163,0.391267795785,2002,rock
Pray IV Reign,Jim Jones featuring Oshy,0.802925395452,0.528614974324,2009,soul
The International Jim Reeves/ Good 'N' Country,Jim Reeves,0.624252499331,0.462190104591,2000,vocal
Valleys Of Neptune,Jimi Hendrix,0.840963900935,0.59506940727,2010,soul
Lifeboat,Jimmy Herring,0.515034941325,0.412155304308,2008,rock
The Modern Recordings 1948-50,Jimmy McCracklin,0.424294130109,0.32723960605,2002,soul
Get the Led Out - Led Zeppelin Salute,Jimmy Page,0.731822218651,0.424940330803,2004,rock
Vintage Collections,Jimmy Wakely,0.394138539846,0.291539727089,2005,rock
Goodbye My Heart - Country,Jimmy Wyble,0.262850216279,0.0,2005,jazz
Call My Name,Joe Bataan,0.563997692315,0.349923661324,2005,soul
Live From Nowhere In Particular,Joe Bonamassa,0.675919556522,0.511054353898,2006,soul
A.B. Quintanilla III Presents Joe Lopez,Joe Lopez,0.379371199559,0.272926796892,2004,rock
Texas Hold'em,Joe McBride,0.49244072825,0.338946969158,2005,soul
Talking Monkeys In Space,Joe Rogan,0.510993041906,0.379222861086,2010,rock
Satriani Live,Joe Satriani,0.705876401914,0.622208960129,2006,rock
The Very Best Of Euphoric Dance Breakdown,Joey Negro,0.600274910298,0.413159858773,2005,techno
Zabuca,Johannes Linstead,0.579614559691,0.418418096509,2003,pop
Elf,John Debney,0.60276693426,0.463192852316,2003,rock
Warung Beach,John Digweed,0.703229577373,0.43392783827,2006,techno
Revival,John Fogerty,0.733637824827,0.526549034691,2007,vocal
Whiteout : Music from The Original Motion Picture,John Frizzell,0.432839367307,0.366905852789,2009,techno
In Your Arms Again,John Hammond,0.590692917947,0.452817837697,2005,soul
STORIES,John Mayall,0.626803106327,0.405234690787,2002,soul
Wake Up Call,John Mayall & The Bluesbreakers,0.626803106327,0.405234690787,2010,soul
God Bless America,John Mellencamp,0.740250721103,0.516771087457,2001,soul
Superman Returns Music From The Motion Picture [Digital Version],John Ottman,0.582837273291,0.426513686653,2006,rock
Tar Beach,John Sebastian,0.51874395858,0.341288723301,2001,rock
Red,John Stevens,0.496291469194,0.376349322749,2005,vocal
The 4400,John Van Tongeren,0.389906649076,0.24530294838,2007,instrumental
Dusty Porch,John Williams,0.705287678078,0.517298018026,2004,rock
The Legend,Johnny Cash,0.817256292502,0.735208877747,2006,soul
Flyin' High,Johnny Copeland,0.496128894629,0.336645937147,2000,soul
Honky Tonk Man:  The Essential Johnny Horton 1956-1960,Johnny Horton,0.610427725145,0.438168226182,2000,vocal
Mr. Budy Bye,Johnny Osbourne,0.618765785486,0.409134868797,2007,soul
Turn Around,Jonny Lang,0.698969925264,0.486783024923,2006,vocal
Kunnioittaen-Yhden miehen tribuutti,Jope Ruonansuu,0.464362590899,0.417846147714,2009,rock
Explode,Jordan & Baker,0.471391496297,0.258890820424,2002,techno
Colección Diamante,Jose Luis Perales,0.571402428898,0.384425905885,2008,soul
Live At The Greek,Josh Groban,0.765357013064,0.755149913058,2004,vocal
Joy Enriquez,Joy Enriquez,0.594171892182,0.337387579886,2001,vocal
Joao Voz E Violato,João Gilberto,0.645192338747,0.471224329919,2000,vocal
Tres Cosas,Juana Molina,0.703664889917,0.448223589227,2004,rock
What The Game's Been Missing!,Juelz Santana,0.698323122107,0.531436736543,2005,rap
What The Game's Been Missing!,Juelz Santana / Bezel,0.822843254772,0.531436736543,2005,rap
From Me To U,Juelz Santana / Freekey Zeekey / Monique Garnett,0.822843254772,0.531436736543,2003,rap
Julie Roberts,Julie Roberts,0.711497240423,0.421595992043,2004,vocal
Si Je M'En Sors,Julie Zenatti,0.626957723005,0.434859589343,2000,soul
Si J'étais Elle,Julien Clerc,0.58547953975,0.364384924468,2000,vocal
&Like A Bolt Of Lightning,Juliette & The Licks,0.720809220576,0.455915629217,2005,rock
Por La Mitad,Julio Iglesias Jr,0.467531441901,0.29874306476,2008,reggae
Thrill Me,Junior Jack,0.682355124453,0.393642309932,2002,techno
Electropop,Jupiter Rising,0.662649695337,0.363177860659,2007,rock
What Goes Around... Comes Around,Justin Timberlake,0.842636333464,0.583530838294,2007,rock
The Dusty Foot On The Road,K'Naan,0.692979339609,0.536862273632,2004,soul
Live,K's Choice,0.640757317218,0.451219236891,2000,rock
Joyful Rebellion,K-OS,0.712662163367,0.430697046289,2004,soul
Hahnenkampf Live,K.I.Z.,0.739834488992,0.496783014755,2007,techno
Negroklaro,KALIMBA,0.697887822017,0.435144671678,2007,r&b
Bl_ck B_st_rds,KMD,0.587827035652,0.379980017386,2001,soul
Keep Right,KRS-One,0.730246318613,0.52048957098,2004,techno
Saving My Face,KT Tunstall,0.793708084007,0.589856179924,2007,vocal
Evig Pint,Kaizers Orchestra,0.642870713337,0.463391452012,2003,rock
Enthusiastic Corruption Of The Common Good,Kalibas,0.507955862942,0.360349392069,2003,rock
So Glad You Made It,Kane,0.58893850975,0.377961532317,2001,rock
Through The Wire,Kanye West,0.877213745925,1.08250255673,2003,soul
Heard 'Em Say,Kanye West / Adam Levine,0.877213745925,1.08250255673,2005,soul
Late Registration,Kanye West / Consequence / Cam'Ron,0.877213745925,1.08250255673,2005,soul
Touch The Sky,Kanye West / Lupe Fiasco,0.877213745925,1.08250255673,2010,soul
Kavalierstart,Kapelle Herrenweide,0.0633918240773,0.289191234594,2009,rock
R&B In The Mix,Kardinal Offishall / Keri Hilson,0.552575876087,0.522822342056,2008,soul
The Best Of Karen Peck And New River,Karen Peck And New River,0.325700770999,0.373832894365,2000,vocal
Viimeiseen pisaraan,Kari Tapio,0.475755732778,0.27842551605,2009,soul
With A Boy Like You,Kary Ng,0.372221926549,0.352563985297,2006,rock
Mimikra,Kasia Stankiewicz,0.513108192873,0.399372672341,2006,rock
Se Nou Manm (Live Au Zenith),Kassav',0.601395113088,0.436730221089,2009,techno
In Other Words,Kathleen Madigan,0.479864679787,0.385230441866,2006,soul
Roses,Kathy Mattea,0.603383145272,0.422127199293,2002,soul
Comfort,Kathy Troccoli,0.533659594371,0.365822369137,2005,rock
The Door,Keb' Mo',0.632130913015,0.472281210651,2000,soul
Kolossus,Keep Of Kalessin,0.637995287104,0.471441876275,2008,metal
My Heart Goes Up,Keira Green,0.492682065534,0.330294730268,2004,techno
Congo Life,Kekele,0.41014599231,0.310309148668,2005,folk
My Life Would Suck Without You,Kelly Clarkson,0.686812987091,0.684478823309,2009,vocal
We Are One Remixes,Kelly Sweet,0.606146076191,0.438942655279,2007,vocal
The Legendary Kenny Rogers,Kenny Rogers,0.742548134638,0.625428356113,2003,rock
Crashing Gates,Kevin Max,0.599464762747,0.392747310803,2008,rock
Ultraviolet,Kid Sister,0.749395044898,0.464517525672,2009,soul
Cleptocracey,Kill The Client,0.58776858821,0.464547022516,2008,rock
