title,release,artist_name,duration,artist_familiarity,artist_hotttnesss,year,term
The Joes Mobilize,G.I. JOE,Alan Silvestri,504.05832,0.629301805676,0.450779890687,2009,electronic
Full House,Night At The Museum,Alan Silvestri,81.50159,0.629301805676,0.450779890687,2006,electronic
Get that Girl (Remix),Grande,Mother Superior,169.63873,0.552635095563,0.324277248907,2008,electronic
Saturday,My Crew_ My Dawgs,T.O.K.,225.72363,0.692655872871,0.43434630556,2001,electronic
Chi Chi Man,Reggae Gold 2001,T.O.K.,208.50893,0.692655872871,0.43434630556,2001,electronic
Hotta,Reggae Gold 2006,T.O.K.,190.71955,0.692655872871,0.43434630556,2006,electronic
I Did it for You,David Cook,David Cook,229.45914,0.862099766579,0.530772085241,2008,electronic
In the Underworld,Kurbads,Skyforger,252.81261,0.5964677446,0.377397659063,2010,electronic
Emerald,Emerald,Bedrock,501.86404,0.654039350631,0.390624707501,2004,electronic
One Hour Empire,Pendulum,Broadcast,102.94812,0.691850736596,0.467885511383,2003,electronic
Michael A Grammar,Tender Buttons,Broadcast,237.00853,0.691850736596,0.467885511383,2005,electronic
Where Youth And Laughter Go,The Future Crayon,Broadcast,163.91791,0.691850736596,0.467885511383,2000,electronic
Bang,Signs,Badmarsh & Shri,263.31383,0.563421563097,0.402033856023,2001,electronic
Sfm,Rooty,Basement Jaxx,161.85424,0.803619261844,0.531213286805,2001,electronic
Twerk (feat. Yo Majesty),Scars,Basement Jaxx,210.20689,0.803619261844,0.531213286805,2009,electronic
Thrill Me (Atfc's Jackhammer Re-Rub),Thrill Me,Junior Jack,482.55955,0.682355124453,0.393642309932,2002,electronic
Active,Ghostly Swim,Dark Party,261.58975,0.506168491079,0.384244951714,2008,electronic
Living Underground,The Greatest Hits - Vol. 1,Atomic Rooster,220.39465,0.520757634637,0.404566537526,2005,electronic
Take It For Granted,The Greatest Hits - Vol. 2,Atomic Rooster,249.93914,0.520757634637,0.404566537526,2005,electronic
A Devil's Ransom (Album Version),Bury Your Dead,Bury Your Dead,151.71873,0.825962346021,0.506804744418,2008,electronic
Closed Eyes,It's Nothing Personal,Bury Your Dead,290.63791,0.825962346021,0.506804744418,2009,electronic
Everyone (LP Version),Where You Are,Socialburn,241.84118,0.634084944737,0.380133079193,2003,electronic
Im Club,MT3,Massive Töne,220.78649,0.583841122018,0.371878155243,2002,electronic
It Is Us,Live At El Sol,Mudhoney,211.87873,0.672680592884,0.476389108826,2006,electronic
New Meaning,The Lucky Ones,Mudhoney,159.65995,0.672680592884,0.476389108826,2008,electronic
L'ombre d'une chance,Les réalisateurs: Les plus belles musiques de films de Jean-Pierre Mocky,Eric Demarsan,150.17751,0.391730379324,0.300518710572,2005,electronic
Nordcore,Frauen & Technik,Pyranja,225.33179,0.548672435741,0.35850092274,2004,electronic
Nie Wieder (Toktok RMX),Nie Wieder,Pyranja,317.09995,0.548672435741,0.35850092274,2006,electronic
Nie Wieder (Live Version),Nie Wieder,Pyranja,167.54893,0.548672435741,0.35850092274,2006,electronic
Anfang Vom Ende,Wurzeln & Flügel,Pyranja,60.55138,0.548672435741,0.35850092274,2003,electronic
Outro Duction,Original Album Classics,Marcus Miller,52.00934,0.695416519042,0.412110495205,2005,electronic
3 Deuces,The Ozell Tapes,Marcus Miller,382.95465,0.695416519042,0.412110495205,2001,electronic
Sellotape Flowers,Sellotape Flowers,Geiom,365.60934,0.505099139056,0.380917170625,2001,electronic
Last Night,All City (Clean),Northern State,208.09098,0.686862470836,0.414292679235,2004,electronic
Life Of A Star,Guilt,MIMS,230.53016,0.796320378166,0.524994964438,2009,electronic
Cop It,Music Is My Savior,MIMS,181.28934,0.796320378166,0.524994964438,2007,electronic
2StepN,Barnyard (OST),North Mississippi Allstars,166.21669,0.746213856809,0.476955046291,2006,electronic
Teasin' Brown,Electric Blue Watermelon,North Mississippi Allstars,219.0624,0.746213856809,0.476955046291,2005,electronic
The More I See You,Bossa Nova Stories,Eliane Elias,251.42812,0.669726187566,0.427914246983,2009,electronic
The Beat Of My Heart,Everything I Love,Eliane Elias,138.39628,0.669726187566,0.427914246983,2000,electronic
Pass Me Not (LP Version),Hymns Of Worship,Fernando Ortega,130.76853,0.582129294515,0.439880512826,2003,electronic
Du Verstehst Mich Nicht,40 Frauen / Im September,Andreas Dorau,267.36281,0.501785968274,0.382426584202,2005,electronic
Open Up Your Mind (Guido Osorio Club Mix),Open Up Your Mind,Eyes Cream,492.30322,0.37790605648,0.226754094582,2002,electronic
Snowball,For Screening Purposes Only,Test Icicles,190.24934,0.682045691634,0.373464227764,2005,electronic
What's Your Damage?,What's Your Damage?,Test Icicles,216.45016,0.682045691634,0.373464227764,2005,electronic
Brazil Mon Amour,Lemon Soul,Zen Lemonade,493.7922,0.450340394667,0.370027458788,2001,electronic
Fingerprints,A New Hope,Minipop,163.00363,0.612770671119,0.372890580798,2007,electronic
More to This,Synthesizer,Information Society,233.42975,0.567510985929,0.430897608715,2007,electronic
No Comprimise_ No Regrets,Another Hostile Takeover,Hanoi Rocks,240.66567,0.687694457228,0.44164340482,2005,electronic
Walkin' Away,Street Poetry,Hanoi Rocks,236.35546,0.687694457228,0.44164340482,2007,electronic
La Muneca de Alcazar,Buongiorno Tristezza,Quadro Nuevo,232.9073,0.530022310125,0.409244638616,2002,electronic
Allez_ Glissez!,Luna Rossa,Quadro Nuevo,215.30077,0.530022310125,0.409244638616,2002,electronic
Nature Boy,Luna Rossa,Quadro Nuevo,133.98159,0.530022310125,0.409244638616,2002,electronic
Swing Vagabond,Tango Bitter Sweet,Quadro Nuevo,272.92689,0.530022310125,0.409244638616,2006,electronic
Dad Apologizes,Chicken Little - Himmel Und Huhn Original Soundtrack (German Version),John Debney,193.51465,0.60276693426,0.463192852316,2005,electronic
Buddy and Santa's Flight,Elf,John Debney,74.762,0.60276693426,0.463192852316,2003,electronic
You've Got A Friend,Comfort,Kathy Troccoli,282.20036,0.533659594371,0.365822369137,2005,electronic
Holli Holi Nach Kuriye,Best Of Golden Star,Malkit Singh,430.94159,0.48324306732,0.324430891993,2007,electronic
Red Orange Yellow,No_ Not Me_ Never,Photo Atlas,189.75302,0.594540790308,0.348615302286,2007,electronic
Fake Plastic Trees (Acoustic Version),Fake Plastic Trees,Radiohead,281.12934,0.899934952232,0.675887011418,2009,electronic
15 Step,In Rainbows,Radiohead,237.21751,0.899934952232,0.683658060202,2007,electronic
You (Demo),Pablo Honey (Collector's Edition),Radiohead,204.06812,0.899934952232,0.604666876351,2009,electronic
Fast-Track,Pyramid Song,Radiohead,197.45914,0.899934952232,0.683658060202,2001,electronic
Everything In Its Right Place,The Best Of,Radiohead,249.93914,0.899934952232,0.675887011418,2000,electronic
2 + 2 = 5,The Best Of,Radiohead,198.47791,0.899934952232,0.604666876351,2003,electronic
Gaffo's Ball,The Galway Girl - The Best Of Sharon Shannon,Sharon Shannon,191.92118,0.585161206739,0.367071449289,2007,electronic
Terra,lo mejor de  Luar na Lubre,Luar Na Lubre,251.81995,0.6333136085,0.419860993975,2001,electronic
La Fruta Bomba,Fruko Power Salsa,Fruko Y Sus Tesos,242.75546,0.533724476939,0.370747683691,2000,electronic
A La Memoria Del Muerto,Soy Como Soy,Fruko Y Sus Tesos,261.90322,0.533724476939,0.370747683691,2004,electronic
Flame On,Urban Car Tunes 2 (Megamix),Big Daddy Kane,190.82404,0.645022665897,0.457711511559,2001,electronic
A Little Louder,A Little Louder,DJ Icey,356.41424,0.682320611152,0.433126587562,2003,electronic
A Little Louder,A Little Louder / Dreams,DJ Icey,325.98159,0.682320611152,0.433126587562,2003,electronic
Is It Love,3 Of Hearts,3 of Hearts,224.07791,0.421892529136,0.238795250935,2001,electronic
Eriatarka,Deloused in the Comatorium,The Mars Volta,380.42077,0.867258942438,0.54776411101,2003,electronic
Take The Veil Cerpin Taxt,Deloused in the Comatorium,The Mars Volta,521.63873,0.867258942438,0.54776411101,2003,electronic
Inertiatic Esp,Inertiatic Esp,The Mars Volta,266.47465,0.867258942438,0.54776411101,2003,electronic
Caviglia,Scab Dates,The Mars Volta,165.72036,0.867258942438,0.54776411101,2005,electronic
Ride Wit Me,The Last Street Preacha,T-Bone,234.16118,0.675003400858,0.497304911374,2001,electronic
Loud Up!!,1997-2004 (Hits),The Mad Capsule Markets,161.01832,0.547684660288,0.437050557523,2004,electronic
And The Beat Goes Om,And The Beat Goes Om,Slackbaba,488.25424,0.509952450538,0.363132403523,2006,electronic
Sea of Green,And The Beat Goes Om,Slackbaba,465.6322,0.509952450538,0.363132403523,2006,electronic
The Real Trick,Perverting Mankind,Slackbaba,330.39628,0.509952450538,0.363132403523,2010,electronic
Big Bounce,Chillout Lounge,David Arkenstone,272.97914,0.639436948822,0.430942043436,2009,electronic
Drifting,Chillout Lounge,David Arkenstone,272.74404,0.639436948822,0.430942043436,2009,electronic
Monde De Fou,Un Titre de Toune,Suburbs,187.24526,0.481004583018,0.335651839185,2005,electronic
Et kütt wie et kütt,Ekaveli,Eko Fresh,234.60526,0.689494764993,0.355905629781,2007,electronic
Ich bleib so wie ich bin,Ekaveli,Eko Fresh feat. Ado,215.92771,0.689494764993,0.355905629781,2007,electronic
Mönchengladbach Love,Ich bin jung und brauche das Geld,Eko Fresh feat. Summer Cem & DJ Ses,244.63628,0.689494764993,0.355905629781,2003,electronic
Ich bin jung und brauche das Geld,Ich bin jung und brauche das Geld,Eko Fresh feat. G-Style,266.57914,0.689494764993,0.355905629781,2003,electronic
Zephyrus,Intimacy - Remixed,Bloc Party,247.97995,0.827776802195,0.537799608198,2008,electronic
One More Chance,Sellout Sessions 03,Bloc Party,166.26893,0.827776802195,0.537799608198,2009,electronic
Rewind,Looking Into It,All Girl Summer Fun Band,138.97098,0.537532967491,0.369870107031,2008,electronic
Everything I Need,Looking Into It,All Girl Summer Fun Band,212.84526,0.537532967491,0.369870107031,2008,electronic
After I Made Love To You,Bee Stings,BMX Bandits,208.40444,0.581028983196,0.348553028435,2007,electronic
Silver Bells,Coccole di Natale,Fontaine Sisters,199.00036,0.417216442095,0.329432664353,2004,electronic
Smoke In The Air (A Cappella),American Me 12,C.L. Smooth,185.18159,0.545787042144,0.348755667902,2006,electronic
Crescent Moon,We Are To Answer,Ancient Astronauts,330.57914,0.553914553192,0.36481887024,2009,electronic
Party In The Stomach (LP Version),Smoke 'N' Breu,Jim Breuer,478.92853,0.472073585163,0.391267795785,2002,electronic
Unutmam,Bassturk,BassTurk,259.05587,0.234261758282,0.0,2008,electronic
Orgasme Tellurique,Maudat,Stille Volk,276.37506,0.565050137603,0.407602575937,2003,electronic
Then Came You,Then Came You,Boogie Pimps,333.89669,0.627997389723,0.365339652714,2007,electronic
Gwithian,Lover's Acid,Luke Vibert,418.79465,0.632718260552,0.436599339455,2005,electronic
Mate Tron,Mate Tron,Luke Vibert,420.15302,0.632718260552,0.436599339455,2007,electronic
Elementro,From Lust To Dust,TEN MADISON,405.41995,0.448013836362,0.348295196786,2003,electronic
Leaving Melbourne,Grounded,TEN MADISON,283.76771,0.448013836362,0.348295196786,2006,electronic
Cup Horn,Grounded,TEN MADISON,344.68526,0.448013836362,0.348295196786,2006,electronic
The Mystery Epoch,Loopus Interruptus (Forgotten Treasures & Lost Artifacts),Loop Guru,70.26893,0.569359905962,0.352870871463,2001,electronic
Informer,Dance Hall Showcase Vol. II,Sugar Minott,226.40281,0.606975737219,0.386289651246,2008,electronic
Make It With You,Good Thing Going,Sugar Minott,207.90812,0.606975737219,0.386289651246,2007,electronic
Now We Know,The Serious Reggae Album Vol 2 Prt 2,Sugar Minott,193.93261,0.606975737219,0.386289651246,2007,electronic
Need To Shout,In Case We Die,Architecture In Helsinki,249.28608,0.807876867889,0.505181615869,2005,electronic
The Same Old Innocence,Places Like This,Architecture In Helsinki,210.49424,0.807876867889,0.505181615869,2007,electronic
Citizen Of The Planet,Old Friends Live On Stage,Simon & Garfunkel,194.35057,0.796493401551,0.510324986101,2004,electronic
Walking In Dub,Soul Kitchen (The Original Motion Picture Soundtrack),Burning Spear,146.88608,0.674237799591,0.465270210086,2009,electronic
Trows Kind,The Winter Wake,Elvenking,357.45914,0.646401652494,0.423300013309,2006,electronic
Pathfinders,Wyrd,Elvenking,322.55955,0.646401652494,0.423300013309,2004,electronic
A Fiery Stride (Ltd. Edition Bonus),Wyrd,Elvenking,299.31057,0.646401652494,0.423300013309,2004,electronic
From Da Back,Da Bomb Vol 6,DJ Godfather,45.08689,0.491256209492,0.32620825462,2003,electronic
Real McKoy Feat. Busy Signal,Gangsta For Life: The Symphony Of David Brooks,Mavado,211.30404,0.694357746437,0.520784106942,2007,electronic
Sadness,Gangsta For Life: The Symphony Of David Brooks,Mavado,255.16363,0.694357746437,0.520784106942,2007,electronic
Gotta Pay (Produced by Oddisee),Mirror Music,Wordsworth,254.98077,0.592238742665,0.401734350964,2004,electronic
Don't Go (Produced by Frequency),Mirror Music,Wordsworth feat. Adanita Ross,237.13914,0.592238742665,0.401734350964,2004,electronic
Got You Moving,On The Run / Back For More / Got You Moving EP,DJ DLG feat. MC Flipside,377.62567,0.569481833479,0.371935265104,2006,electronic
Boring,Lifer,Lifer,228.62322,0.491458520457,0.381044109297,2001,electronic
Breathless,Lifer,Lifer,286.53669,0.491458520457,0.381044109297,2001,electronic
Bumbling Along,Luke Vibert's Nuggets,Nino Nardini,33.20118,0.39951039207,0.323755394552,2001,electronic
She Will Love You (Album Version),Conviction,Aiden,258.82077,0.773491324498,0.500459150659,2007,electronic
Teenage Queen (Album Version),Conviction,Aiden,206.8371,0.773491324498,0.500459150659,2007,electronic
Black Market Hell,Knives,Aiden,759.09179,0.773491324498,0.500459150659,2009,electronic
Killing Machine,Knives [Clean],Aiden,140.40771,0.773491324498,0.500459150659,2009,electronic
Daydreaming [Jakwob Remix],Ultraviolet,Kid Sister,277.2371,0.749395044898,0.464517525672,2009,electronic
Now I Got A Woman,IN THE PALACE OF THE KING,John Mayall,264.6722,0.626803106327,0.405234690787,2007,electronic
Blues City Shake Down,Plays John Mayall (Live At Klooks Kleek),John Mayall & The Bluesbreakers,142.15791,0.626803106327,0.405234690787,2010,electronic
The Witching Hour,STORIES,John Mayall,262.79138,0.626803106327,0.405234690787,2002,electronic
Nature's Disappearing,Wake Up Call,John Mayall & The Bluesbreakers,292.91057,0.626803106327,0.405234690787,2010,electronic
Vapour Fragments,Research & Development,Intex Systems,131.13424,0.427823238344,0.0,2006,electronic
Shame,Anna Abreu,Anna Abreu,205.45261,0.612576141799,0.415748475536,2007,electronic
Lend Me Your Chopper,Auralux Reggae Showcase,Johnny Osbourne,215.30077,0.618765785486,0.409134868797,2004,electronic
Folly Ranking,Mr. Budy Bye,Johnny Osbourne,202.03057,0.618765785486,0.409134868797,2007,electronic
Lose Your Money,Voices Of Americana: Delbert McClinton,Delbert McClinton,114.31138,0.69992476451,0.449668690752,2000,electronic
Lover In Demand,Voices Of Americana: Delbert McClinton,Delbert McClinton,105.35138,0.69992476451,0.449668690752,2000,electronic
Openbare Weg,Openbare Weg,Mira,177.81506,0.545110950821,0.34575124702,2006,electronic
Sixth of June,Sirens,It Dies Today,184.24118,0.772230439038,0.511576782928,2007,electronic
One the road (to Damnation),Sirens,It Dies Today,179.40853,0.772230439038,0.511576782928,2006,electronic
Banda Yango,Mutuashi,Tshala Muana,390.63465,0.448644085694,0.325563671201,2001,electronic
Party Til The Cows Come Home,Gettin' My Groove Back,Elvin Bishop,254.56281,0.558475816181,0.407887969619,2005,electronic
I'll Be Glad,Gettin' My Groove Back,Elvin Bishop,335.69914,0.558475816181,0.407887969619,2005,electronic
Assassin,Below & Beyond,Floor,117.02812,0.522423829106,0.417591879765,2002,electronic
Ignis,Its Not The Same,Floor,144.92689,0.522423829106,0.417591879765,2009,electronic
Heather,Riddim Of Silence,Floor,211.90485,0.522423829106,0.417591879765,2009,electronic
Passage To Melilla,Wunderland (plus Bonustracks),Pyrolator,180.24444,0.456620687222,0.347766980164,2005,electronic
Lost Tribe,Shellcode,Moving Ninja,287.00689,0.486573734184,0.317516298049,2005,electronic
C'est Moi,Hear Globally: A Cumbancha Collection,Rupa & the April Fishes,251.76771,0.568428704355,0.379868109943,2009,electronic
Gnosis,Gnosis,Paul Avgerinos,423.60118,0.449278964514,0.317125718746,2006,electronic
Song Without End,Words Touch,Paul Avgerinos,324.51873,0.449278964514,0.317125718746,2004,electronic
In My Heart,Words Touch,Paul Avgerinos,338.96444,0.449278964514,0.317125718746,2004,electronic
Ripped Pants,Spongebob Squarepants - The Yellow Album,Spongebob Squarepants,76.82567,0.622999463223,0.458935570522,2005,electronic
Shameless,So Wrong_ It's Right,All Time Low,221.67465,0.842431482081,0.526458223464,2007,electronic
Umbrella,Umbrella,All Time Low,227.70893,0.842431482081,0.526458223464,2008,electronic
Doesn't Get Much Better,Before I Speak,Kyle Riabko,211.53914,0.618318369005,0.404211365487,2005,electronic
Down In The Jungle,God Says No,Monster Magnet,289.12281,0.687294463335,0.517170480632,2000,electronic
CNN War Theme,Monolithic baby!,Monster Magnet,217.10322,0.687294463335,0.517170480632,2004,electronic
Gossippo Perpetuo,The Out Sound From Way In!,Perrey And Kingsley,127.9473,0.53060579794,0.350327605227,2001,electronic
Dinosaur Bones,Age Of Reptiles,Showbread,264.01914,0.698619546973,0.546745176247,2006,electronic
The Pig,Nervosa,Showbread,197.79873,0.698619546973,0.546745176247,2008,electronic
Nothing Matters Anymore,The Fear Of God,Showbread,252.21179,0.698619546973,0.546745176247,2009,electronic
Destination Eschaton (Hardfloor Vocal Mix),Hystericool: The Best of the Alternate Mixes,Shamen,443.03628,0.605880471066,0.393660867924,2002,electronic
Survivalism,Survivalism,Nine Inch Nails,256.83546,0.905776888666,0.598458500982,2007,electronic
Metal,Things Falling Apart,Nine Inch Nails,426.89261,0.905776888666,0.598458500982,2000,electronic
The Waiting,Death Valley High,Zombina & The Skeletones,145.3971,0.603602148412,0.409484252656,2006,electronic
I Was a Human Bomb for the FBI,I Was a Human Bomb for the FBI,Zombina & The Skeletones,210.93832,0.603602148412,0.409484252656,2006,electronic
Can't Break a Dead Girl's Heart,Taste the Blood Of...,Zombina & The Skeletones,152.65914,0.603602148412,0.409484252656,2002,electronic
Back Then,Mr. Sad Clown,BoDeans,216.08444,0.617608693987,0.405967369202,2010,electronic
Stairs To the Attic,In the Attic of the Universe,The Antlers,277.99465,0.726299713385,0.466946703147,2007,electronic
The Carrying Arms,In the Attic of the Universe,The Antlers,107.98975,0.726299713385,0.466946703147,2007,electronic
Width Of The World,Helium,Tin Hat Trio,407.06567,0.547801656047,0.36947051062,2000,electronic
Scrap,Helium,Tin Hat Trio,44.59057,0.547801656047,0.36947051062,2000,electronic
Rubies_ Pearls_ And Emeralds,The Rodeo Eroded,Tin Hat Trio,292.04853,0.547801656047,0.36947051062,2002,electronic
Willow Weep For Me (With Willie Nelson),The Rodeo Eroded,Tin Hat Trio,276.58404,0.547801656047,0.36947051062,2002,electronic
Under The Palms,Solaris,Photek,157.3873,0.645426499287,0.438779160645,2000,electronic
Terminus,Solaris,Photek,326.922,0.645426499287,0.438779160645,2000,electronic
Junk,Solaris,Photek,327.88853,0.645426499287,0.438779160645,2000,electronic
House Of Wolves (Album Version),The Black Parade,My Chemical Romance,184.00608,0.864867842092,0.76607616442,2006,electronic
The End. [Live In Mexico],The Black Parade Is Dead!,My Chemical Romance,154.30485,0.864867842092,0.76607616442,2008,electronic
You Know What They Do To Guys Like Us In Prison (Album Version),Three Cheers For Sweet Revenge,My Chemical Romance,173.73995,0.864867842092,0.76607616442,2004,electronic
Interlude (Album Version),Three Cheers For Sweet Revenge,My Chemical Romance,57.18159,0.864867842092,0.76607616442,2004,electronic
Céu do Brasil,Free Bossa,Nouvelle,229.51138,0.631482179199,0.0,2000,electronic
Kill Miss America (Album Version),Beyond The Valley Of The Murderdolls,Murderdolls,147.51302,0.655995345455,0.436329933866,2002,electronic
Good Girl Gone Bad,Good Girl Gone Bad: Reloaded,Rihanna,213.26322,0.917863905848,0.908202619208,2007,electronic
Breakin' Dishes,Good Girl Gone Bad: The Remixes,Rihanna,199.6273,0.917863905848,0.908202619208,2007,electronic
Good Girl Gone Bad,Good Girl Gone Bad: The Remixes,Rihanna,208.16934,0.917698884427,0.908202619208,2007,electronic
Don't Stop The Music,Just Dance,Rihanna,283.8722,0.917863905848,0.908202619208,2007,electronic
Music Of The Sun,Music Of The Sun,Rihanna,235.98975,0.917863905848,0.908202619208,2005,electronic
SOS,SOS,Rihanna,244.50567,0.917863905848,0.908202619208,2006,electronic
We Ride,We Ride,Rihanna,237.87057,0.917863905848,0.908202619208,2006,electronic
No Good Without You,The Clarion Call,The Birds,162.66404,0.51718624172,0.322049813507,2001,electronic
The Second One,The Way I Feel,Remy Shand,250.77506,0.537849447116,0.36419124423,2002,electronic
Hold Me,Hold Me,DCX,193.72363,0.469018735218,0.333432326798,2008,electronic
Fleeting sound,No borders,Time Factory,243.56526,0.411190826248,0.308174369005,2006,electronic
Tel Que Tu Es,5:55,Charlotte Gainsbourg,189.70077,0.74400791471,0.520049688179,2006,electronic
Le Chat du Café des Artistes,IRM,Charlotte Gainsbourg,241.65832,0.74400791471,0.520049688179,2009,electronic
IRM,IRM,Charlotte Gainsbourg,154.95791,0.74400791471,0.520049688179,2009,electronic
Freak,Anthology 1977-2007,Stephen Pearcy,216.63302,0.573289819515,0.343772476084,2002,electronic
Enero en la playa (Edit),Facto Delafe y las flores azules VS El monstruo de las ramblas,Facto Delafe y las flores azules,158.45832,0.636119207143,0.363499577136,2005,electronic
Lametavolante,Facto Delafe y las flores azules VS El monstruo de las ramblas,Facto Delafe y las flores azules,127.79057,0.636119207143,0.363499577136,2005,electronic
Desde el este,La luz de la mañana,Facto Delafe y las flores azules,100.362,0.636119207143,0.363499577136,2007,electronic
Si Es Que Te Vas,Coleccion de Oro,Carlos Vives,262.24281,0.62096398106,0.413254693459,2000,electronic
Cancion De Amor Eterno,Coleccion de Oro,Carlos Vives,112.90077,0.62096398106,0.413254693459,2000,electronic
Song For Paul,Alex Gopher (Versailles Special Edition),Alex Gopher,164.0224,0.648692286301,0.393369406146,2007,electronic
Head Butt Da Deck,City Limits Volume 1,Silkie Ft. Harry Craze,365.76608,0.534440305911,0.357224274382,2009,electronic
What You Made Me (Ugli),Ghost Machine,Ghost Machine,201.29914,0.593778641303,0.409280883773,2005,electronic
Pon De Floor,Pon De Floor,Major Lazer / Vybz Kartel / Afrojack,187.0624,0.699858127331,0.522251910392,2009,electronic
Hum Drum,True Story,Terror Squad / Remy / Prospect / Armageddon,251.89832,0.621361910247,0.39507381874,2004,electronic
1492,Scarlet's Remains,Scarlet's Remains,215.90159,0.527865076159,0.393121933571,2005,electronic
Spin,The Palest Grey,Scarlet's Remains,198.73914,0.527865076159,0.393121933571,2007,electronic
Crawlspace,To The 5 Boroughs,Beastie Boys,173.60934,0.853124523276,0.591628024008,2004,electronic
The Bubble,X.O. Experience,Tha Liks featuring King T,251.6371,0.536655656312,0.0,2001,electronic
My Dear,X.O. Experience,Tha Liks featuring Defari,233.92608,0.536655656312,0.0,2001,electronic
Intro,X.O. Experience,Tha Liks,43.2322,0.536655656312,0.0,2001,electronic
40 OZ Quartet Part I,X.O. Experience,Tha Liks,108.2771,0.536655656312,0.0,2001,electronic
Da Da Da Da,X.O. Experience,Tha Liks,294.13832,0.536655656312,0.0,2001,electronic
Yo Mouth (Skit),X.O. Experience,Tha Liks,33.09669,0.536655656312,0.0,2001,electronic
Don't Upset The Rhythm (Go Baby Go),Clubland 15,Noisettes,218.46159,0.788485245772,0.470107801535,2009,electronic
Bridge To Canada,What's The Time Mr. Wolf,Noisettes,205.06077,0.788485245772,0.470107801535,2006,electronic
Freak it all Night,Freak it all Night,DJ Guy,237.08689,0.388546283708,0.251895538548,2009,electronic
Ode To Billie Joe  (Live @ Fillmore West),The Platinum Collection,King Curtis,199.20934,0.575692298657,0.36682078764,2007,electronic
I've Been Lonely (For So Long),True Soulful Love,Frederick Knight,198.81751,0.422019321101,0.320971148859,2000,electronic
Sigui,Sigui,Djelimady Tounkara,303.90812,0.315307851432,0.266645905498,2001,electronic
Sarankégni,Solon kôno,Djelimady Tounkara,487.33995,0.315307851432,0.229738498266,2005,electronic
Zeno Beach,Zeno Beach,Radio Birdman,174.28853,0.617438461241,0.392977289303,2006,electronic
Lullaby For The Dead In Our Life,Sexy Fountain Noise,Lexie Mountain Boys,239.56853,0.494880755266,0.159349705203,2006,electronic
Where We Are From,Sexy Fountain Noise,Lexie Mountain Boys,247.11791,0.494880755266,0.159349705203,2006,electronic
Cadillac Walk (Album Version),Live at Montreux 1994,Willy DeVille,439.30077,0.613598057261,0.377720338384,2009,electronic
Louise,PISTOLA,Willy DeVille,282.30485,0.613598057261,0.377720338384,2008,electronic
Samba de Paris,Metropolitain,Kyle Eastwood,441.7824,0.511743664914,0.414631368509,2009,electronic
How Y' All Doin',Now,Kyle Eastwood,207.20281,0.511743664914,0.414631368509,2006,electronic
Haughtiness And Puerile Dreams,Perdition Diaries,Autumnblaze,277.75955,0.493891152979,0.35549595658,2009,electronic
Say Something [featuring Jean Grae] (Album Version),Eardrum,Talib Kweli,222.11873,0.77279440418,0.55101644296,2007,electronic
Everything Man (Album Version),Eardrum,Talib Kweli,196.33587,0.77279440418,0.55101644296,2007,electronic
Catcher In The Rye,Chinese Democracy,Guns N' Roses,352.96608,0.844085061395,0.71366981958,2008,electronic
Setting Fire to Sleeping Giants,Miss Machine,The Dillinger Escape Plan,207.77751,0.839962768151,0.541888972034,2004,electronic
Parasitic Twins,Option Paralysis,The Dillinger Escape Plan,281.23383,0.839962768151,0.541888972034,2010,electronic
You Turn Me,Gospel Legacy - Vickie Winans,Vickie Winans,347.42812,0.65393782097,0.396855869325,2008,electronic
Was wollen wir noch mehr?,Für Dich Immer Noch Fanta Sie,Die Fantastischen Vier,316.55138,0.686452083232,0.517259283138,2010,electronic
Life In Line,Alien Road,The Last Days Of Jesus,209.55383,0.523703597204,0.354307353276,2004,electronic
Death Song,Alien Road,The Last Days Of Jesus,292.57098,0.523703597204,0.354307353276,2004,electronic
Dysfunction,Here's The Deal,Liquid Soul,285.28281,0.62900822586,0.361917926414,2000,electronic
Sun Is Shining,Breaks_ Beats & Blondes,Deekline & Wizard,271.77751,0.332330882213,0.0,2004,electronic
Say Say Say (Waiting 4 U) (Tocadisco's Not Guilty Remix),Say Say Say (Waiting 4 U),Hi-Tack,345.96526,0.497254193345,0.425768883891,2006,electronic
Keep The Change,Call My Name,Joe Bataan,199.3922,0.563997692315,0.349923661324,2005,electronic
Ernestine,Call My Name,Joe Bataan,311.19628,0.563997692315,0.349923661324,2005,electronic
Chelsea Girl (Live),Silver Box,Simple Minds,308.45342,0.700679841774,0.503362447997,2004,electronic
Now I'm All Over The Place_ Scoob (Album Version),All Over The Place,Frank Caliendo,433.47546,0.50189012587,0.404201575944,2008,electronic
Coppershot,Jamaica's Most Wanted,Bounty Killer,221.70077,0.693287838551,0.393274491405,2001,electronic
Gun Thirsty,Nah No Mercy - The Warlord Scrolls,Bounty Killer,225.25342,0.693287838551,0.393274491405,2001,electronic
Preparation,Alexander (Original Motion Picture Soundtrack),Vangelis,101.8771,0.772871994592,0.473700501297,2004,electronic
Bean Fields (Live) (2001 Digital Remaster),A Brief History,Penguin Café Orchestra,270.78485,0.635087811262,0.40650824852,2001,electronic
Wave,Angelic Embrace,Dave Eggar,225.04444,0.450361260877,0.267757495381,2002,electronic
Deep Blue,Left Of Blue,Dave Eggar,225.25342,0.450361260877,0.267757495381,2005,electronic
Anti Geroi,BalkanBeats Volume 2,Azis,281.88689,0.499302192654,0.387294171694,2006,electronic
Help Me Make It Through the Night,The Pride of Country,Charley Pride,172.09424,0.580798777682,0.38934175191,2002,electronic
